,total_sqft,bath,price,site_location,bhk
6815,1300.0,2.0,55.86,Nagar Road,2
6816,1047.0,2.0,75.0,Nagar Road,2
6817,1198.0,2.0,80.0,Nagar Road,2
6818,613.0,1.0,48.0,Nagar Road,1
6819,4395.0,3.0,240.0,Nana Peth,3
6821,1270.0,2.0,93.0,Nana Peth,2
6822,1800.0,3.0,150.0,Nana Peth,3
6823,1750.0,3.0,100.0,Nana Peth,3
6826,1688.0,3.0,118.0,Nana Peth,3
6827,1375.0,3.0,75.0,Nana Peth,3
6829,1082.0,2.0,56.0,Nana Peth,3
6833,1200.0,2.0,75.0,Nana Peth,2
6835,595.0,1.0,42.0,Nana Peth,1
6836,2800.0,4.0,240.0,Nana Peth,4
6842,1200.0,2.0,67.0,Nana Peth,2
6843,351.0,1.0,16.0,Nana Peth,1
6845,1145.0,2.0,75.0,Nana Peth,2
6846,1140.0,2.0,75.2,Nana Peth,2
6848,792.0,2.0,70.0,Nana Peth,2
6849,1350.0,2.0,140.0,Nana Peth,3
6851,1586.0,3.0,93.94,Nana Peth,3
6853,1255.0,2.0,58.0,Nana Peth,2
6854,3122.0,5.0,225.0,Nana Peth,4
6855,1790.0,3.0,100.0,Nana Peth,3
6856,1022.0,2.0,45.9,Nana Peth,2
6859,1300.0,2.0,109.0,Nana Peth,2
6861,1734.0,3.0,125.0,Nana Peth,3
6863,1525.0,2.0,87.0,Nana Peth,3
6865,580.0,1.0,27.0,Nana Peth,1
6868,1832.0,3.0,125.0,Nana Peth,3
6870,1255.0,3.0,77.68,Nana Peth,3
6871,1255.0,3.0,77.68,Nana Peth,3
6872,1200.0,2.0,66.5,Nana Peth,3
6873,1235.0,2.0,65.0,Nana Peth,2
6877,1667.0,3.0,92.0,Nana Peth,3
6880,1145.0,2.0,58.4,Nana Peth,2
6883,1459.0,2.0,95.0,Nana Peth,3
6886,645.0,1.0,16.45,Nana Peth,1
6887,1650.0,3.0,105.0,Nana Peth,3
6891,1310.0,2.0,85.0,Nana Peth,2
6892,1850.0,3.0,150.0,Nana Peth,3
6893,1600.0,2.0,88.0,Nana Peth,3
6894,1435.0,3.0,90.0,Nana Peth,3
6895,1601.0,3.0,95.0,Nana Peth,3
6897,984.0,2.0,45.91,Nana Peth,2
6899,1216.0,2.0,75.0,Nana Peth,2
6901,2429.0,3.0,210.0,Nana Peth,4
6904,1836.0,3.0,148.0,Nana Peth,3
6908,1174.0,2.0,78.0,Nana Peth,2
6910,863.0,1.0,40.55,Nana Peth,1
6911,635.0,1.0,28.0,Nana Peth,1
6912,1100.0,2.0,57.6,Nana Peth,2
6913,2140.0,3.0,139.0,Nana Peth,3
6914,1777.26,3.0,89.0,Nana Peth,3
6915,2095.0,3.0,150.0,Nana Peth,3
6916,1160.0,2.0,95.0,Nana Peth,2
6917,1819.0,3.0,150.0,Nana Peth,3
6918,1179.0,2.0,56.0,Nana Peth,2
6919,1245.0,2.0,59.0,Nana Peth,2
6924,918.0,2.0,56.0,Nana Peth,2
6925,1220.0,2.0,72.0,Nana Peth,2
6928,1140.0,2.0,78.0,Nana Peth,2
6929,1400.0,2.0,135.0,Nana Peth,3
6931,1200.0,2.0,68.0,Nana Peth,2
6932,1715.0,3.0,115.0,Nana Peth,3
6933,1965.0,4.0,125.0,Nana Peth,3
6935,575.0,1.0,16.75,Nana Peth,1
6936,1850.0,4.0,121.0,Nana Peth,3
6937,2400.0,4.0,150.0,Nana Peth,4
6939,1195.0,2.0,59.0,Nana Peth,2
6940,1200.0,3.0,65.0,Nana Peth,3
6941,1675.0,3.0,92.13,Nana Peth,3
6942,845.0,2.0,55.0,Narayan Peth,2
6943,1735.0,3.0,135.0,Narayan Peth,3
6946,1768.0,3.0,101.0,Narayan Peth,3
6948,1020.0,2.0,52.0,Narayan Peth,2
6949,525.0,1.0,30.0,Narayan Peth,1
6954,1606.0,3.0,89.55,Narayan Peth,3
6956,2483.0,5.0,215.0,Narayan Peth,4
6957,1180.0,2.0,72.0,Narayan Peth,2
6958,1508.0,2.0,110.0,Narayan Peth,3
6959,1685.0,2.0,110.0,Narayan Peth,3
6960,1708.0,2.0,90.5,Narayan Peth,3
6961,4800.0,3.0,302.0,Narayan Peth,4
6964,950.0,3.0,80.0,Narayan Peth,3
6965,1500.0,1.0,37.5,Narayan Peth,1
6966,1320.0,2.0,95.0,Narayan Peth,2
6968,3960.0,5.0,386.0,Narayan Peth,4
6970,1100.0,2.0,60.0,Narayan Peth,2
6973,550.0,1.0,17.0,Narayan Peth,1
6974,1275.0,2.0,65.0,Narayan Peth,2
6977,458.0,1.0,19.695,Narayan Peth,1
6978,1300.0,2.0,102.0,Narayan Peth,2
6979,1405.0,2.0,84.5,Narayan Peth,2
6981,706.0,1.0,48.24,Narayan Peth,1
6983,705.0,1.0,57.0,Narayan Peth,1
6984,1197.0,2.0,63.0,Narayan Peth,2
6985,1590.0,3.0,96.5,Narayan Peth,3
6986,1036.0,2.0,59.45,Narayan Peth,2
6988,1088.0,2.0,61.45,Narayan Peth,2
6989,1355.0,2.0,78.0,Narayan Peth,2
6990,1482.0,3.0,86.0,Narayan Peth,3
6994,4334.0,2.0,338.0,Narayan Peth,4
6995,1920.0,3.0,150.0,Narayan Peth,3
6998,934.0,2.0,55.0,Narayan Peth,2
6999,1281.0,2.0,87.0,Narayan Peth,2
7001,1862.0,3.0,120.0,Narayan Peth,3
7002,1713.0,3.0,125.0,Narayan Peth,3
7004,1711.0,3.0,85.61,Narayan Peth,3
7005,400.0,2.0,25.0,Narayan Peth,1
7008,646.0,1.0,25.84,Narayan Peth,1
7009,1590.0,2.0,126.0,Narayan Peth,3
7010,3000.0,3.0,170.0,Narayan Peth,4
7011,2800.0,4.0,200.0,Narayan Peth,4
7012,3000.0,6.0,145.0,Narayan Peth,7
7013,4097.0,3.0,400.0,Narayan Peth,3
7015,1395.0,2.0,70.0,Narayan Peth,3
7017,1130.0,2.0,74.0,Narayan Peth,2
7018,1075.0,2.0,57.0,Narayan Peth,2
7019,1786.0,2.0,106.0,Narayan Peth,3
7023,1165.0,2.0,64.08,Narayan Peth,2
7024,1160.0,2.0,75.0,Narayan Peth,2
7031,2159.0,3.0,120.0,Narayan Peth,3
7032,1500.0,3.0,100.0,Narayan Peth,3
7037,2916.0,5.0,230.0,Narayan Peth,4
7038,1205.0,2.0,85.0,Narayan Peth,2
7039,1880.0,4.0,154.0,Narayan Peth,4
7041,1260.0,2.0,113.0,Narayan Peth,2
7042,1060.0,2.0,58.5,Narayan Peth,2
7043,1330.0,2.0,68.0,Narayan Peth,3
7045,1685.0,3.0,90.0,Narayan Peth,3
7046,1950.0,4.0,120.0,Narayan Peth,3
7047,2400.0,3.0,200.0,Narayan Peth,4
7048,1305.0,3.0,65.0,Narayan Peth,3
7049,1250.0,2.0,70.0,Narayan Peth,3
7053,1470.0,2.0,75.0,Narayan Peth,3
7055,1332.0,2.0,108.0,Narayan Peth,2
7056,1691.0,3.0,100.0,Narayan Peth,3
7059,1470.0,2.0,85.0,Narayan Peth,3
7061,2050.0,3.0,145.0,Narayangaon,3
7062,1280.0,2.0,69.0,Narayangaon,2
7063,1100.0,2.0,43.25,Narayangaon,2
7064,1715.0,2.0,95.0,Narayangaon,3
7065,1325.0,2.0,90.0,Narayangaon,3
7066,3600.0,4.0,160.0,Narayangaon,6
7067,1185.0,2.0,47.0,Narayangaon,2
7068,1447.0,2.0,83.0,Narayangaon,2
7070,1100.0,2.0,56.0,Narayangaon,2
7071,1665.0,3.0,86.58,Narayangaon,3
7072,1650.0,3.0,88.0,Narayangaon,3
7073,755.0,2.0,37.49,Narayangaon,2
7074,1200.0,2.0,66.0,Narayangaon,2
7075,1550.0,4.0,130.0,Narayangaon,4
7076,4624.5,4.0,314.5,Narayangaon,4
7077,1697.0,3.0,108.0,Narayangaon,3
7078,740.0,2.0,37.0,Narayangaon,2
7079,1185.0,2.0,65.0,Narayangaon,2
7080,975.0,2.0,43.0,Narayangaon,2
7082,605.0,1.0,29.0,Narayangaon,1
7083,1200.0,2.0,60.0,Narayangaon,2
7084,1051.0,2.0,33.0,Narayangaon,2
7085,2321.0,4.0,128.0,Narayangaon,3
7087,1240.0,2.0,39.06,Narayangaon,2
7089,1335.0,3.0,89.0,Narayangaon,3
7090,1168.0,2.0,64.08,Narayangaon,2
7093,900.0,2.0,70.0,Narayangaon,2
7096,1230.0,2.0,57.0,Narayangaon,2
7097,1512.0,3.0,123.0,Narayangaon,3
7098,1190.0,2.0,40.0,Narayangaon,2
7099,1113.0,2.0,55.0,Narayangaon,2
7100,1350.0,4.0,85.0,Narayangaon,4
7101,1255.0,2.0,90.0,Narayangaon,3
7103,1286.0,3.0,67.0,Narayangaon,3
7104,1564.0,3.0,104.0,Narayangaon,3
7106,1344.0,2.0,108.0,Narayangaon,2
7107,1198.0,2.0,82.0,Narayangaon,2
7108,1498.0,3.0,95.0,Narayangaon,3
7109,1257.0,2.0,71.03,Narayangaon,2
7110,600.0,2.0,30.0,Narayangaon,2
7111,630.0,1.0,47.0,Narayangaon,1
7112,2500.0,3.0,180.0,Narayangaon,3
7113,1160.0,2.0,45.0,Narayangaon,2
7114,1100.0,2.0,38.49,Narayangaon,2
7115,947.0,2.0,43.0,Narayangaon,2
7117,1200.0,2.0,43.0,Narayangaon,2
7118,705.0,1.0,57.0,Narayangaon,1
7119,1250.0,2.0,98.0,Narayangaon,2
7120,1342.0,2.0,70.0,Narayangaon,2
7121,1240.0,2.0,71.0,Narayangaon,2
7122,1200.0,2.0,43.2,Narayangaon,2
7123,1200.0,2.0,55.0,Narayangaon,2
7124,1600.0,3.0,150.0,Narayangaon,3
7125,1893.0,3.0,115.0,Narayangaon,3
7126,1645.0,3.0,110.0,Narayangaon,3
7127,1197.0,2.0,82.0,Narayangaon,2
7128,945.0,2.0,40.0,Narayangaon,2
7129,3205.0,4.0,300.0,Narayangaon,4
7131,1166.0,2.0,65.0,Narayangaon,2
7132,1660.0,3.0,116.0,Narayangaon,3
7133,3596.0,3.0,200.0,Narayangaon,3
7134,1592.0,3.0,125.0,Narayangaon,3
7135,1174.0,2.0,75.0,Narayangaon,2
7137,730.0,1.0,52.0,Narayangaon,2
7138,1158.0,2.0,67.0,Narayangaon,2
7139,1081.5,2.0,38.665,Narayangaon,2
7140,1153.0,2.0,43.0,Narayangaon,2
7141,1260.0,2.0,62.0,Narayangaon,2
7142,1245.0,2.0,100.0,Narayangaon,2
7143,1500.0,3.0,78.57,Narayangaon,3
7144,1045.0,2.0,55.0,Narayangaon,2
7146,1075.0,2.0,50.0,Narayangaon,2
7147,1175.0,2.0,54.05,Narayangaon,2
7148,1230.0,2.0,56.45,Narayangaon,2
7149,1008.0,2.0,52.0,Narayangaon,2
7150,1680.0,2.0,59.0,Narayangaon,2
7152,1225.0,2.0,72.0,Narayangaon,2
7154,1125.0,2.0,48.0,Narayangaon,2
7155,1096.0,2.0,43.0,Narayangaon,2
7156,1798.0,3.0,150.0,Narayangaon,3
7158,1185.0,2.0,75.0,Narayangaon,2
7160,1355.0,2.0,73.17,Narayangaon,2
7161,1180.0,2.0,65.0,Narayangaon,2
7162,750.0,1.0,35.0,Narayangaon,1
7163,1756.0,3.0,125.0,Narayangaon,3
7165,1236.0,2.0,50.0,Narayangaon,2
7166,1600.0,5.0,140.0,Narayangaon,5
7167,1230.0,2.0,67.65,Narayangaon,2
7168,1045.0,2.0,76.77,Narayangaon,2
7169,1200.0,3.0,70.0,Narayangaon,2
7170,1000.0,2.0,41.0,Narayangaon,2
7171,876.0,2.0,28.47,Narayangaon,2
7172,1160.0,2.0,44.0,Navi Peth,2
7173,1200.0,2.0,95.0,Navi Peth,4
7174,1508.0,2.0,77.0,Navi Peth,2
7175,630.0,1.0,34.65,Navi Peth,1
7176,1599.0,3.0,99.0,Navi Peth,3
7177,1235.0,2.0,52.04,Navi Peth,2
7178,1114.0,2.0,39.0,Navi Peth,2
7179,1142.5,2.0,43.415,Navi Peth,2
7180,1843.0,3.0,95.84,Navi Peth,3
7181,1265.0,2.0,56.93,Navi Peth,2
7182,1697.0,3.0,94.79,Navi Peth,3
7185,4111.0,4.0,310.0,Navi Peth,4
7186,1410.0,2.0,67.0,Navi Peth,2
7187,1188.0,2.0,73.0,Navi Peth,2
7189,750.0,2.0,25.0,Navi Peth,2
7190,3245.0,4.0,250.0,Navi Peth,4
7191,945.0,2.0,50.0,Navi Peth,2
7192,1390.0,2.0,62.0,Navi Peth,2
7193,1707.0,2.0,99.745,Navi Peth,3
7194,1700.0,3.0,124.0,Navi Peth,3
7195,1325.0,2.0,50.0,Navi Peth,2
7196,2150.0,4.0,125.0,Navi Peth,3
7197,1500.0,2.0,120.0,Navi Peth,3
7198,1451.5,4.0,121.0,Navi Peth,4
7199,1999.0,3.0,132.0,Navi Peth,3
7200,877.0,2.0,42.0,Navi Peth,2
7201,1033.0,2.0,48.0,Navi Peth,2
7202,1320.0,2.0,92.0,Navi Peth,2
7203,1224.0,2.0,39.2,Navi Peth,2
7204,1880.0,3.0,95.0,Navi Peth,3
7205,1151.0,2.0,59.0,Navi Peth,2
7206,1640.0,3.0,88.0,Navi Peth,3
7207,1053.4,3.0,88.91,Navi Peth,3
7208,1174.0,2.0,78.0,Navi Peth,2
7209,1272.0,2.0,48.0,Navi Peth,2
7210,1560.0,3.0,120.0,Navi Peth,3
7211,1200.0,2.0,36.1,Navi Peth,2
7212,1705.0,3.0,110.0,Navi Peth,3
7213,1141.0,2.0,40.0,Navi Peth,2
7214,1125.0,2.0,40.0,Navi Peth,2
7215,1030.0,2.0,35.02,Navi Peth,2
7216,2145.0,3.0,190.0,Navi Peth,3
7218,1200.0,1.0,36.0,Navi Peth,2
7219,1600.0,3.0,82.0,Navi Peth,3
7220,1075.0,2.0,50.0,Navi Peth,3
7221,1240.0,2.0,65.0,Navi Peth,2
7223,1620.0,2.0,76.0,Navi Peth,3
7224,1215.0,2.0,43.0,Navi Peth,2
7225,1220.0,3.0,58.0,Navi Peth,3
7226,1175.0,2.0,64.98,Navi Peth,2
7227,1900.0,4.0,90.0,Navi Peth,3
7228,1089.0,2.0,60.0,Navi Peth,2
7230,1200.0,2.0,75.0,Navi Peth,2
7231,1240.0,2.0,65.0,Navi Peth,3
7232,984.0,2.0,55.0,Navi Peth,2
7233,1890.0,4.0,125.0,Navi Peth,3
7234,1800.0,2.0,100.0,Navi Peth,3
7235,1320.0,2.0,60.0,Navi Peth,3
7236,1161.0,2.0,63.85,Navi Peth,2
7237,958.0,2.0,33.53,Navi Peth,2
7238,1257.0,2.0,93.0,Navi Peth,2
7239,2700.0,2.0,260.0,Navi Peth,3
7240,935.0,2.0,35.0,Navi Peth,2
7243,1500.0,3.0,120.0,Navi Peth,3
7244,565.0,1.0,33.0,Navi Peth,1
7245,1200.0,2.0,65.0,Navi Peth,3
7247,1787.0,3.0,107.0,Navi Peth,3
7248,1285.0,2.0,55.0,Navi Peth,2
7249,1817.0,3.0,102.0,Navi Peth,3
7250,1400.0,2.0,80.0,Navi Peth,3
7251,1304.0,2.0,69.97,Navi Peth,2
7252,1195.0,2.0,35.84,Navi Peth,2
7253,1060.0,2.0,34.0,Navi Peth,2
7254,1921.0,4.0,129.0,Navi Peth,3
7255,600.0,1.0,37.0,Navi Peth,1
7256,1495.0,2.0,70.0,Navi Peth,3
7257,1061.0,2.0,38.95,Navi Peth,2
7258,1265.0,2.0,68.0,Navi Peth,2
7259,1400.0,3.0,81.0,Navi Peth,3
7260,1050.0,2.0,42.0,Navi Peth,2
7261,1050.0,2.0,45.0,Navi Peth,2
7262,1160.0,2.0,33.5,Navi Peth,2
7263,1864.0,3.0,120.0,Navi Peth,3
7265,2051.0,3.0,180.0,Navi Peth,3
7266,1200.0,2.0,80.0,Navi Peth,2
7267,1200.0,2.0,60.0,Navi Peth,2
7268,883.0,2.0,49.0,Navi Peth,2
7269,1520.0,3.0,125.0,Navi Peth,3
7270,1125.0,1.0,45.0,Navi Peth,2
7271,1157.0,2.0,69.0,Navi Peth,3
7272,1160.0,2.0,55.0,Navi Peth,2
7274,1260.0,2.0,55.0,Navi Peth,2
7275,4225.0,6.0,359.0,Navi Peth,4
7277,2160.0,3.0,170.0,Navi Peth,3
7278,1200.0,3.0,67.75,Navi Peth,3
7279,1659.0,3.0,135.0,Navi Peth,3
7280,1264.0,2.0,52.0,Navi Peth,2
7281,1830.0,3.0,95.0,Navi Peth,3
7282,1262.0,2.0,47.0,Navi Peth,2
7283,3000.0,8.0,140.0,Padmavati,8
7285,1025.0,2.0,36.0,Padmavati,2
7287,1752.12,3.0,135.0,Padmavati,3
7289,1225.0,2.0,48.0,Padmavati,2
7290,1450.0,2.0,100.0,Padmavati,3
7291,1691.0,2.0,102.0,Padmavati,3
7292,1651.0,3.0,97.38,Padmavati,3
7293,1206.0,2.0,75.0,Padmavati,2
7294,1300.0,2.0,69.0,Padmavati,3
7295,975.0,2.0,37.5,Padmavati,2
7296,1090.0,2.0,31.48,Padmavati,2
7297,1225.0,2.0,57.0,Padmavati,2
7298,2690.0,4.0,199.0,Padmavati,4
7299,1500.0,2.0,93.0,Padmavati,4
7300,1845.0,4.0,110.0,Padmavati,3
7301,2072.0,4.0,150.0,Padmavati,3
7302,1444.0,2.0,75.97,Padmavati,2
7303,1102.0,2.0,53.67,Padmavati,2
7304,1725.0,3.0,90.0,Padmavati,3
7305,1110.0,2.0,51.0,Padmavati,2
7306,1248.0,2.0,69.0,Padmavati,2
7307,1100.0,2.0,44.0,Padmavati,2
7308,1305.0,2.0,69.0,Padmavati,3
7309,1575.0,2.0,120.0,Padmavati,3
7310,1340.0,2.0,75.0,Padmavati,2
7311,1000.0,2.0,80.0,Padmavati,2
7312,1350.0,2.0,65.0,Padmavati,3
7313,1135.0,2.0,43.0,Padmavati,2
7316,1700.0,3.0,125.0,Padmavati,3
7317,605.0,1.0,41.745,Padmavati,1
7318,1155.0,2.0,72.0,Padmavati,2
7320,1900.0,3.0,99.0,Padmavati,3
7321,2100.0,3.0,110.0,Padmavati,3
7323,1554.0,3.0,130.0,Padmavati,2
7325,1130.0,2.0,52.0,Padmavati,2
7326,660.0,2.0,27.0,Padmavati,2
7327,957.0,2.0,53.0,Padmavati,2
7328,1870.0,3.0,138.0,Padmavati,3
7329,1000.0,2.0,29.7,Padmavati,2
7330,1465.0,3.0,75.0,Padmavati,3
7331,1160.0,2.0,55.0,Padmavati,2
7332,1570.0,3.0,78.0,Padmavati,3
7333,1914.0,3.0,149.0,Padmavati,3
7334,1070.0,2.0,47.0,Padmavati,2
7335,1200.0,3.0,87.0,Padmavati,4
7336,1075.0,2.0,46.76,Padmavati,2
7339,880.0,2.0,48.0,Padmavati,2
7340,875.0,2.0,57.0,Padmavati,2
7341,1340.0,2.0,65.0,Padmavati,2
7342,1540.0,3.0,75.0,Padmavati,3
7343,1070.0,2.0,42.0,Padmavati,2
7344,985.0,2.0,42.0,Padmavati,2
7345,1770.0,3.0,100.0,Padmavati,3
7346,1050.0,2.0,34.0,Padmavati,2
7347,1496.0,2.0,78.0,Padmavati,3
7348,1795.0,3.0,150.0,Padmavati,3
7350,2072.0,4.0,160.0,Padmavati,3
7351,1674.0,3.0,90.0,Padmavati,3
7352,3596.0,5.0,260.0,Padmavati,4
7354,1180.0,2.0,39.0,Padmavati,2
7355,560.0,1.0,19.0,Padmavati,1
7356,1407.0,2.0,83.87,Padmavati,2
7358,1400.0,2.0,95.0,Padmavati,3
7359,1355.0,2.0,72.9,Padmavati,2
7361,3600.0,4.0,330.0,Padmavati,4
7362,985.0,2.0,49.97,Padmavati,2
7363,1625.0,3.0,120.0,Padmavati,3
7364,1100.0,2.0,65.0,Padmavati,2
7365,1246.0,2.0,67.0,Padmavati,2
7366,850.0,2.0,32.0,Padmavati,2
7367,1188.0,2.0,50.0,Padmavati,2
7369,1127.0,2.0,32.0,Padmavati,2
7370,1298.0,2.0,59.0,Padmavati,2
7371,1835.0,3.0,108.0,Padmavati,3
7372,600.0,2.0,29.5,Padmavati,2
7373,1215.0,2.0,44.96,Padmavati,2
7374,750.0,2.0,37.49,Padmavati,2
7375,1270.0,2.0,62.0,Padmavati,2
7376,1936.0,3.0,139.0,Padmavati,3
7377,1115.0,2.0,51.91,Padmavati,2
7379,1404.0,2.0,72.0,Padmavati,2
7380,927.0,2.0,37.0,Padmavati,2
7381,1500.0,2.0,60.0,Padmavati,2
7383,520.0,1.0,14.04,Padmavati,1
7384,777.0,1.0,38.46,Padmavati,1
7385,1075.0,2.0,32.25,Padmavati,2
7386,825.0,1.0,35.475,Padmavati,1
7387,930.0,1.0,55.0,Padmavati,2
7388,5480.0,4.0,400.0,Padmavati,3
7389,950.0,2.0,30.0,Padmavati,2
7391,1140.0,2.0,52.0,Padmavati,2
7392,2444.0,4.0,145.0,Padmavati,4
7393,1270.0,2.0,105.0,Padmavati,2
7394,1650.0,3.0,115.0,Padmavati,3
7397,1100.0,2.0,62.0,Parvati Darshan,2
7399,1108.0,2.0,63.0,Parvati Darshan,2
7403,884.0,1.0,58.0,Parvati Darshan,2
7404,1460.0,2.0,80.5,Parvati Darshan,2
7409,2500.0,3.0,250.0,Parvati Darshan,3
7410,540.0,1.0,30.0,Parvati Darshan,1
7412,1174.0,2.0,76.0,Parvati Darshan,2
7413,1800.0,3.0,115.0,Parvati Darshan,3
7415,1920.0,3.0,130.0,Parvati Darshan,3
7416,2400.0,4.0,130.0,Parvati Darshan,3
7417,1420.0,2.0,158.0,Parvati Darshan,2
7419,1550.0,2.0,150.0,Parvati Darshan,3
7421,1478.0,2.0,125.0,Parvati Darshan,2
7422,3067.0,4.0,310.0,Parvati Darshan,4
7426,1975.0,3.0,123.0,Parvati Darshan,3
7428,1397.0,3.0,110.0,Parvati Darshan,3
7430,2940.0,6.0,280.0,Parvati Darshan,4
7431,2990.0,4.0,324.0,Parvati Darshan,4
7433,1575.0,3.0,90.0,Parvati Darshan,3
7436,1153.0,2.0,65.0,Parvati Darshan,2
7437,1411.0,3.0,93.04,Parvati Darshan,3
7440,1132.0,2.0,67.9,Parvati Darshan,2
7441,1700.0,3.0,95.0,Parvati Darshan,3
7443,3300.0,5.0,318.0,Parvati Darshan,4
7445,1199.0,2.0,86.0,Parvati Darshan,2
7446,922.0,2.0,70.0,Parvati Darshan,2
7447,1650.0,3.0,111.0,Parvati Darshan,3
7448,1200.0,2.0,45.0,Parvati Darshan,1
7449,705.0,1.0,55.0,Parvati Darshan,1
7451,1458.0,3.0,79.0,Parvati Darshan,3
7453,1237.0,2.0,73.0,Parvati Darshan,2
7454,800.0,2.0,55.0,Parvati Darshan,2
7457,1795.0,3.0,139.0,Parvati Darshan,3
7461,1504.0,2.0,102.0,Parvati Darshan,3
7462,1293.0,2.0,75.0,Parvati Darshan,2
7466,840.0,1.0,57.6,Parvati Darshan,1
7468,2273.0,3.0,159.0,Parvati Darshan,3
7469,1309.0,2.0,95.0,Parvati Darshan,2
7472,635.0,1.0,28.0,Parvati Darshan,1
7474,500.0,1.0,18.0,Parvati Darshan,1
7475,1308.0,2.0,75.0,Parvati Darshan,2
7477,1180.0,2.0,124.0,Parvati Darshan,2
7482,1621.0,3.0,124.0,Parvati Darshan,3
7483,1710.0,3.0,135.0,Parvati Darshan,3
7485,2200.0,2.0,180.0,Parvati Darshan,2
7486,1070.0,2.0,87.0,Parvati Darshan,2
7489,1640.0,3.0,105.0,Parvati Darshan,3
7491,400.0,1.0,25.0,Parvati Darshan,1
7492,1600.0,4.0,120.0,Parvati Darshan,3
7495,1355.0,2.0,95.0,Parvati Darshan,2
7497,2787.0,5.0,220.0,Parvati Darshan,4
7499,2710.0,3.0,177.0,Parvati Darshan,3
7502,1010.0,2.0,58.0,Parvati Darshan,2
7503,2400.0,5.0,135.0,Parvati Darshan,4
7504,1894.0,4.0,114.0,Parvati Darshan,3
7506,1128.0,2.0,63.5,Parvati Darshan,2
7507,1297.0,2.0,98.0,Parvati Darshan,2
7513,1715.0,3.0,112.0,Parvati Darshan,3
7515,1904.0,3.0,150.0,Pashan,3
7516,630.0,1.0,28.35,Pashan,1
7518,1286.0,2.0,63.0,Pashan,2
7519,875.0,2.0,52.8,Pashan,2
7524,900.0,2.0,46.0,Pashan,2
7526,1690.0,3.0,125.0,Pashan,3
7527,1300.0,2.0,60.0,Pashan,2
7529,1700.0,3.0,130.0,Pashan,3
7530,1297.0,2.0,105.0,Pashan,2
7532,2040.0,3.0,137.0,Pashan,3
7533,920.0,2.0,63.0,Pashan,2
7537,1650.0,4.0,99.0,Pashan,4
7540,3800.0,5.0,300.0,Pashan,4
7541,1535.0,3.0,86.0,Pashan,3
7542,1630.0,2.0,97.78,Pashan,3
7543,1380.0,2.0,75.0,Pashan,2
7544,2080.0,2.0,150.0,Pashan,2
7545,745.0,2.0,50.0,Pashan,2
7546,1100.0,2.0,70.0,Pashan,2
7548,1595.0,3.0,90.0,Pashan,3
7549,1320.0,2.0,110.0,Pashan,2
7550,1058.0,2.0,85.0,Pashan,2
7552,1210.0,2.0,85.0,Pashan,2
7553,2072.0,4.0,139.0,Pashan,3
7554,850.0,2.0,72.0,Pashan,2
7557,1200.0,2.0,75.6,Pashan,3
7558,1355.0,3.0,76.0,Pashan,2
7560,1300.0,2.0,70.0,Pashan,2
7562,2700.0,3.0,200.0,Pashan,3
7563,585.0,1.0,21.0,Pashan,1
7564,600.0,1.0,19.5,Pashan,1
7565,1093.0,2.0,68.1,Pashan,2
7566,1116.0,2.0,49.8,Pashan,2
7570,777.0,1.0,38.535,Pashan,1
7571,640.0,1.0,19.83,Pashan,1
7574,1362.0,2.0,100.0,Pashan,2
7575,1520.0,2.0,96.0,Pashan,3
7576,1204.0,2.0,82.0,Pashan,2
7578,1800.0,4.0,115.0,Pashan,3
7579,1860.0,3.0,168.0,Pashan,3
7580,1200.0,2.0,55.0,Pashan,2
7581,1257.0,2.0,105.0,Pashan,2
7582,1050.0,2.0,55.0,Pashan,2
7585,998.0,2.0,65.0,Pashan,2
7587,620.0,1.0,25.0,Pashan,1
7588,1200.0,1.0,48.0,Pashan,1
7589,1000.0,2.0,45.0,Pashan,2
7591,2100.0,3.0,145.0,Pashan,3
7592,1028.0,2.0,51.0,Pashan,2
7594,1536.0,3.0,107.0,Pashan,3
7595,1221.0,3.0,70.0,Pashan,3
7596,1190.0,2.0,61.8,Pashan,2
7597,1165.0,2.0,65.0,Pashan,2
7598,1200.0,2.0,70.0,Pashan,2
7599,1500.0,3.0,135.0,Pashan,3
7600,1885.0,3.0,125.0,Pashan,3
7601,1400.0,2.0,78.0,Pashan,3
7602,1070.0,2.0,57.0,Pashan,2
7603,1000.0,2.0,45.0,Pashan,2
7605,1216.0,2.0,72.0,Pashan,2
7606,1150.0,2.0,57.0,Pashan,2
7607,602.0,1.0,33.0,Pashan,1
7608,1221.0,2.0,68.0,Pashan,2
7610,930.0,2.0,46.0,Pashan,2
7611,640.0,1.0,45.0,Pashan,1
7614,1200.0,3.0,80.0,Pashan,2
7616,1331.95,2.0,69.0,Pashan,2
7617,3453.0,4.0,231.0,Pashan,5
7618,1220.0,2.0,57.0,Paud Road,2
7619,4200.0,4.0,420.0,Paud Road,4
7620,3045.0,3.0,170.0,Paud Road,3
7621,2845.0,5.0,140.0,Paud Road,5
7622,750.0,1.0,40.0,Paud Road,1
7623,2330.0,3.0,162.0,Paud Road,3
7624,1000.0,2.0,45.0,Paud Road,2
7625,1019.0,2.0,49.86,Paud Road,2
7626,1467.0,2.0,55.0,Paud Road,2
7628,1078.0,2.0,65.0,Paud Road,2
7629,1145.0,2.0,58.4,Paud Road,2
7630,1525.0,2.0,122.0,Paud Road,3
7631,1063.0,2.0,31.89,Paud Road,2
7634,1870.0,3.0,185.0,Paud Road,3
7635,850.0,2.0,37.93,Paud Road,2
